respondent_id,group,title,form,sensor,metric,raw_stimulus,raw_samples,bin_width,smoothing_label,max_time_seconds,bins_total,bins_passing,bins_failing,mean_coverage
104,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,MAD MAX FURY ROAD,453,0.5,,226.433,453,453,0,1.0
104,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,MAD MAX FURY ROAD,453,0.5,,226.433,453,453,0,1.0
104,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,HOME ALONE,230,0.5,,115.105,230,230,0,1.0
104,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,HOME ALONE,230,0.5,,115.105,230,230,0,1.0
104,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,HOME ALONE,230,0.5,,115.105,230,230,0,1.0
104,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,HOME ALONE,230,0.5,,115.105,230,230,0,1.0
104,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,HOME ALONE,230,0.5,,115.105,230,230,0,1.0
104,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE CONJURING,343,0.5,,171.332,343,343,0,1.0
104,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE CONJURING,343,0.5,,171.332,343,343,0,1.0
104,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE CONJURING,343,0.5,,171.332,343,343,0,1.0
104,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE CONJURING,343,0.5,,171.332,343,343,0,1.0
104,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE CONJURING,343,0.5,,171.332,343,343,0,1.0
104,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE TOWN,524,0.5,,261.99800000000005,524,524,0,1.0
104,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE TOWN,524,0.5,,261.99800000000005,524,524,0,1.0
104,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE TOWN,524,0.5,,261.99800000000005,524,524,0,1.0
104,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE TOWN,524,0.5,,261.99800000000005,524,524,0,1.0
104,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE TOWN,524,0.5,,261.99800000000005,524,524,0,1.0
116,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,HOME ALONE,230,0.5,,115.073,230,230,0,1.0
116,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,HOME ALONE,230,0.5,,115.073,230,230,0,1.0
116,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,HOME ALONE,230,0.5,,115.073,230,230,0,1.0
116,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,HOME ALONE,230,0.5,,115.073,230,230,0,1.0
116,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,HOME ALONE,230,0.5,,115.073,230,230,0,1.0
116,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,A STAR IS BORN,497,0.5,,248.658,497,497,0,1.0
116,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,A STAR IS BORN,497,0.5,,248.658,497,497,0,1.0
116,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,A STAR IS BORN,497,0.5,,248.658,497,497,0,1.0
116,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,A STAR IS BORN,497,0.5,,248.658,497,497,0,1.0
116,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,A STAR IS BORN,497,0.5,,248.658,497,497,0,1.0
116,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,MAD MAX FURY ROAD,453,0.5,,226.422,453,453,0,1.0
116,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,MAD MAX FURY ROAD,453,0.5,,226.422,453,453,0,1.0
116,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,MAD MAX FURY ROAD,453,0.5,,226.422,453,453,0,1.0
116,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,MAD MAX FURY ROAD,453,0.5,,226.422,453,453,0,1.0
116,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,MAD MAX FURY ROAD,453,0.5,,226.422,453,453,0,1.0
116,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,TITANIC,120,0.5,,59.829,120,120,0,1.0
116,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,TITANIC,120,0.5,,59.829,120,120,0,1.0
116,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,TITANIC,120,0.5,,59.829,120,120,0,1.0
116,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,TITANIC,120,0.5,,59.829,120,120,0,1.0
116,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,TITANIC,120,0.5,,59.829,120,120,0,1.0
116,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE CONJURING,340,0.5,,171.301,340,340,0,1.0
116,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE CONJURING,340,0.5,,171.301,340,340,0,1.0
116,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE CONJURING,340,0.5,,171.301,340,340,0,1.0
116,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE CONJURING,340,0.5,,171.301,340,340,0,1.0
116,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE CONJURING,340,0.5,,171.301,340,340,0,1.0
116,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE TOWN,524,0.5,,262.0,524,524,0,1.0
116,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE TOWN,524,0.5,,262.0,524,524,0,1.0
116,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE TOWN,524,0.5,,262.0,524,524,0,1.0
116,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE TOWN,524,0.5,,262.0,524,524,0,1.0
116,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE TOWN,524,0.5,,262.0,524,524,0,1.0
55,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,A STAR IS BORN,497,0.5,,248.681,497,497,0,1.0
55,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,A STAR IS BORN,497,0.5,,248.681,497,497,0,1.0
55,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,A STAR IS BORN,497,0.5,,248.681,497,497,0,1.0
55,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,A STAR IS BORN,497,0.5,,248.681,497,497,0,1.0
55,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,A STAR IS BORN,497,0.5,,248.681,497,497,0,1.0
55,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE CONJURING,343,0.5,,171.292,343,343,0,1.0
55,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE CONJURING,343,0.5,,171.292,343,343,0,1.0
55,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE CONJURING,343,0.5,,171.292,343,343,0,1.0
55,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE CONJURING,343,0.5,,171.292,343,343,0,1.0
55,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE CONJURING,343,0.5,,171.292,343,343,0,1.0
55,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,MAD MAX FURY ROAD,453,0.5,,226.467,453,453,0,1.0
55,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,MAD MAX FURY ROAD,453,0.5,,226.467,453,453,0,1.0
55,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,MAD MAX FURY ROAD,453,0.5,,226.467,453,453,0,1.0
55,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,MAD MAX FURY ROAD,453,0.5,,226.467,453,453,0,1.0
55,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,MAD MAX FURY ROAD,453,0.5,,226.467,453,453,0,1.0
55,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,HOME ALONE,230,0.5,,115.115,230,230,0,1.0
55,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,HOME ALONE,230,0.5,,115.115,230,230,0,1.0
55,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,HOME ALONE,230,0.5,,115.115,230,230,0,1.0
55,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,HOME ALONE,230,0.5,,115.115,230,230,0,1.0
55,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,HOME ALONE,230,0.5,,115.115,230,230,0,1.0
55,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,TITANIC,120,0.5,,59.796,120,120,0,1.0
55,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,TITANIC,120,0.5,,59.796,120,120,0,1.0
55,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,TITANIC,120,0.5,,59.796,120,120,0,1.0
55,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,TITANIC,120,0.5,,59.796,120,120,0,1.0
55,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,TITANIC,120,0.5,,59.796,120,120,0,1.0
55,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
55,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
55,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
55,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
55,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
98,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,A STAR IS BORN,498,0.5,,248.653,498,498,0,1.0
98,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,A STAR IS BORN,498,0.5,,248.653,498,498,0,1.0
98,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,A STAR IS BORN,498,0.5,,248.653,498,498,0,1.0
98,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,A STAR IS BORN,498,0.5,,248.653,498,498,0,1.0
98,A,A Star Is Born,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,A STAR IS BORN,498,0.5,,248.653,498,498,0,1.0
98,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,TITANIC,119,0.5,,59.818,119,119,0,1.0
98,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,TITANIC,119,0.5,,59.818,119,119,0,1.0
98,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,TITANIC,119,0.5,,59.818,119,119,0,1.0
98,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,TITANIC,119,0.5,,59.818,119,119,0,1.0
98,A,Titanic,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,TITANIC,119,0.5,,59.818,119,119,0,1.0
98,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,MAD MAX FURY ROAD,452,0.5,,226.447,452,452,0,1.0
98,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,MAD MAX FURY ROAD,452,0.5,,226.447,452,452,0,1.0
98,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,MAD MAX FURY ROAD,452,0.5,,226.447,452,452,0,1.0
98,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,MAD MAX FURY ROAD,452,0.5,,226.447,452,452,0,1.0
98,A,Mad Max,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,MAD MAX FURY ROAD,452,0.5,,226.447,452,452,0,1.0
98,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE CONJURING,342,0.5,,171.357,342,342,0,1.0
98,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE CONJURING,342,0.5,,171.357,342,342,0,1.0
98,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE CONJURING,342,0.5,,171.357,342,342,0,1.0
98,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE CONJURING,342,0.5,,171.357,342,342,0,1.0
98,A,The Conjuring,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE CONJURING,342,0.5,,171.357,342,342,0,1.0
98,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,HOME ALONE,231,0.5,,115.229,231,231,0,1.0
98,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,HOME ALONE,231,0.5,,115.229,231,231,0,1.0
98,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,HOME ALONE,231,0.5,,115.229,231,231,0,1.0
98,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,HOME ALONE,231,0.5,,115.229,231,231,0,1.0
98,A,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,HOME ALONE,231,0.5,,115.229,231,231,0,1.0
98,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
98,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
98,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
98,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
98,A,The Town,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,THE TOWN,524,0.5,,261.99700000000007,524,524,0,1.0
37,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,Mad Max Fury Road-1,450,0.5,,224.99800000000005,450,450,0,1.0
37,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,Mad Max Fury Road-1,450,0.5,,224.99800000000005,450,450,0,1.0
37,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,Mad Max Fury Road-1,450,0.5,,224.99800000000005,450,450,0,1.0
37,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,Mad Max Fury Road-1,450,0.5,,224.99800000000005,450,450,0,1.0
37,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,Mad Max Fury Road-1,450,0.5,,224.99800000000005,450,450,0,1.0
37,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,HOME ALONE,230,0.5,,115.103,230,230,0,1.0
37,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,HOME ALONE,230,0.5,,115.103,230,230,0,1.0
37,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,HOME ALONE,230,0.5,,115.103,230,230,0,1.0
37,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,HOME ALONE,230,0.5,,115.103,230,230,0,1.0
37,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,HOME ALONE,230,0.5,,115.103,230,230,0,1.0
37,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,07 The Notebook,131,0.5,,65.48,131,131,0,1.0
37,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,07 The Notebook,131,0.5,,65.48,131,131,0,1.0
37,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,07 The Notebook,131,0.5,,65.48,131,131,0,1.0
37,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,07 The Notebook,131,0.5,,65.48,131,131,0,1.0
37,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,07 The Notebook,131,0.5,,65.48,131,131,0,1.0
37,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,10 The Town - Bank robbery in nun masks,526,0.5,,263.194,526,526,0,1.0
37,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,10 The Town - Bank robbery in nun masks,526,0.5,,263.194,526,526,0,1.0
37,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,10 The Town - Bank robbery in nun masks,526,0.5,,263.194,526,526,0,1.0
37,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,10 The Town - Bank robbery in nun masks,526,0.5,,263.194,526,526,0,1.0
37,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,10 The Town - Bank robbery in nun masks,526,0.5,,263.194,526,526,0,1.0
37,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,09 I Am Legend - Infected encounter,237,0.5,,118.46,237,237,0,1.0
37,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,09 I Am Legend - Infected encounter,237,0.5,,118.46,237,237,0,1.0
37,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,09 I Am Legend - Infected encounter,237,0.5,,118.46,237,237,0,1.0
37,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,09 I Am Legend - Infected encounter,237,0.5,,118.46,237,237,0,1.0
37,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,09 I Am Legend - Infected encounter,237,0.5,,118.46,237,237,0,1.0
37,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,IRON MAN,245,0.5,,122.803,245,245,0,1.0
37,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,IRON MAN,245,0.5,,122.803,245,245,0,1.0
37,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,IRON MAN,245,0.5,,122.803,245,245,0,1.0
37,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,IRON MAN,245,0.5,,122.803,245,245,0,1.0
37,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,IRON MAN,245,0.5,,122.803,245,245,0,1.0
39,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,Mad Max Fury Road-1,442,0.5,,224.99700000000007,442,442,0,1.0
39,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,Mad Max Fury Road-1,442,0.5,,224.99700000000007,442,442,0,1.0
39,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,Mad Max Fury Road-1,442,0.5,,224.99700000000007,442,442,0,1.0
39,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,Mad Max Fury Road-1,442,0.5,,224.99700000000007,442,442,0,1.0
39,B,Mad Max,Long,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,Mad Max Fury Road-1,442,0.5,,224.99700000000007,442,442,0,1.0
39,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,IRON MAN,235,0.5,,122.794,235,235,0,1.0
39,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,IRON MAN,235,0.5,,122.794,235,235,0,1.0
39,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,IRON MAN,235,0.5,,122.794,235,235,0,1.0
39,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,IRON MAN,235,0.5,,122.794,235,235,0,1.0
39,B,Iron Man,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,IRON MAN,235,0.5,,122.794,235,235,0,1.0
39,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,HOME ALONE,226,0.5,,115.134,226,226,0,1.0
39,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,HOME ALONE,226,0.5,,115.134,226,226,0,1.0
39,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,HOME ALONE,226,0.5,,115.134,226,226,0,1.0
39,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,HOME ALONE,226,0.5,,115.134,226,226,0,1.0
39,B,Home Alone,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,HOME ALONE,226,0.5,,115.134,226,226,0,1.0
39,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,10 The Town - Bank robbery in nun masks,502,0.5,,263.203,502,502,0,1.0
39,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,10 The Town - Bank robbery in nun masks,502,0.5,,263.203,502,502,0,1.0
39,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,10 The Town - Bank robbery in nun masks,502,0.5,,263.203,502,502,0,1.0
39,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,10 The Town - Bank robbery in nun masks,502,0.5,,263.203,502,502,0,1.0
39,B,The Town,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,10 The Town - Bank robbery in nun masks,502,0.5,,263.203,502,502,0,1.0
39,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,09 I Am Legend - Infected encounter,231,0.5,,118.516,231,231,0,1.0
39,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,09 I Am Legend - Infected encounter,231,0.5,,118.516,231,231,0,1.0
39,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,09 I Am Legend - Infected encounter,231,0.5,,118.516,231,231,0,1.0
39,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageBetadB,09 I Am Legend - Infected encounter,231,0.5,,118.516,231,231,0,1.0
39,B,I Am Legend,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageGammadB,09 I Am Legend - Infected encounter,231,0.5,,118.516,231,231,0,1.0
39,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageDeltadB,07 The Notebook,125,0.5,,65.378,125,125,0,1.0
39,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageThetadB,07 The Notebook,125,0.5,,65.378,125,125,0,1.0
39,B,The Notebook,Short,EEG_PSD,EEG_PSD_ElectrodeClusterAverageAlphadB,07 The Notebook,125,0.5,,65.378,125,125,0,1.0
